# Wavelength(AA) FluxDensity(erg/s/cm^2/AA) FluxDensityError(erg/s/cm^2/AA)
5.121390847312577534e+04 1.554427875606172165e-21 5.752778357312242325e-22
5.129024939391413500e+04 1.575410016950450943e-21 5.987017456178857012e-22
5.136646325630900537e+04 6.765298295665687310e-22 5.826325395568333983e-22
5.144255540070262214e+04 6.899406764734940086e-22 5.834433101732081598e-22
5.151851905515928956e+04 2.040155802709648639e-21 5.672323533833426915e-22
5.159436428740117844e+04 7.687353558464083636e-22 6.129564838492218007e-22
5.167008013740009483e+04 1.647385939083596699e-21 6.330525521676113047e-22
5.174568030285011628e+04 1.287415783485844666e-21 6.415524668199773625e-22
5.182115072507158038e+04 1.076981883272187684e-21 5.665151008094956691e-22
5.189650754098835023e+04 3.050128744904110136e-22 5.990659714878713189e-22
5.197173499514570722e+04 1.777716739149537634e-21 5.825723926935351913e-22
5.204685020518777310e+04 6.946117183974316887e-22 6.306343723986834336e-22
5.212183708013042633e+04 1.305094496085007685e-21 6.507684753597044645e-22
5.219671273391847353e+04 5.552780785779373931e-22 6.051292198766754609e-22
5.227146106866480113e+04 6.366250297918033498e-22 6.173707980187752600e-22
5.234609905134124710e+04 1.758257782239936241e-21 6.038853889731168901e-22
5.242061100610454741e+04 9.687784934269225071e-22 6.096504326444268679e-22
5.249501287394098472e+04 9.918954350195769303e-22 5.852942264801237287e-22
5.256929089510035556e+04 -4.863348558722761117e-22 5.761515254887904106e-22
5.264345838514467323e+04 -3.388133147897460501e-22 5.562035657692773147e-22
5.271750469616553164e+04 1.181559715328597390e-21 6.369671218600370891e-22
5.279143952821222774e+04 1.183812364396866795e-21 6.281953546276750625e-22
5.286525632823743945e+04 1.057636154757331976e-21 6.080290120463713242e-22
