# Wavelength(AA) FluxDensity(erg/s/cm^2/AA) FluxDensityError(erg/s/cm^2/AA)
5.103795477229977405e+04 7.806764503068443593e-21 6.953995069136939250e-22
5.111458415454845090e+04 7.622142835622765456e-21 6.872754676878606716e-22
5.119108803710003849e+04 7.269394369829203735e-21 6.477489207543136461e-22
5.126746318425480422e+04 8.919372074961989709e-21 6.816153646690393630e-22
5.134371705818391638e+04 8.164450990321893442e-21 7.002250175722588465e-22
5.141984041890619119e+04 8.971430929045430962e-21 6.791989939604057946e-22
5.149584616100913263e+04 7.239906326695665634e-21 6.986737006065804177e-22
5.157172015653209382e+04 8.176026734760470373e-21 6.663102045331448531e-22
5.164747962456021924e+04 6.095300189519473769e-21 6.357257062436409206e-22
5.172310664906988677e+04 9.615294605639378398e-21 7.061796336312978771e-22
5.179862168197628489e+04 9.498822297873149748e-21 7.207658334078685137e-22
5.187400410298682255e+04 9.188623717083400274e-21 7.261247058552126474e-22
5.194927652116667741e+04 8.408870324197022505e-21 6.983562002936186530e-22
5.202441667988769768e+04 9.201178209557203295e-21 7.335565965686858398e-22
5.209944828541791503e+04 6.784340144468168332e-21 7.147973908544806732e-22
5.217434849711927382e+04 6.110568772299550897e-21 7.212484726198629871e-22
5.224914107399209752e+04 8.161036185675368023e-21 6.982184172135085122e-22
5.232380362835909182e+04 7.925743528999840317e-21 7.329737423076729401e-22
5.239835894271434518e+04 8.336175707892013941e-21 7.146305042731611471e-22
5.247278610420084442e+04 9.294008162538706891e-21 7.018571976346099076e-22
5.254710590455318743e+04 9.308273069680715473e-21 6.875549821590536701e-22
5.262129991272843472e+04 8.490462002145971659e-21 7.071932819171388787e-22
5.269538593019254040e+04 7.180547691602080756e-21 7.200814511632714779e-22
5.276934900008027762e+04 9.028441774570199858e-21 6.711508449206167214e-22
5.284320294859167188e+04 8.177728374531367882e-21 7.145855332623523870e-22
5.291693727100941032e+04 8.674761302394667184e-21 7.046664797628516280e-22
